Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
1091,Portugal,PRT,1949,54,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Contributing Nation,2003,13.06,572.61,43844.56,2.23,7.98,19.81,3.46,Yes,319790,458701,778491,6,77.1,22
1092,Portugal,PRT,1949,55,Yes,No,Western Europe,Lisbon,92212,Parliamentary Republic,Framework Nation,2004,13.07,599.32,45854.63,3.85,2.44,20.5,3.42,Yes,1115145,429005,1544150,24,95.3,30
1093,Portugal,PRT,1949,56,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Framework Nation,2005,13.14,620.27,47204.72,4.67,5.98,9.99,1.61,No,478984,242093,721077,2,65.5,43
1094,Portugal,PRT,1949,57,Yes,No,Western Europe,Lisbon,92212,Parliamentary Monarchy,Framework Nation,2006,13.23,598.2,45215.42,6.58,20.26,13.22,2.21,Yes,102228,436536,538764,2,82.1,4
1095,Portugal,PRT,1949,58,Yes,No,Western Europe,Lisbon,92212,Parliamentary Republic,Full Member,2007,13.24,651.41,49200.15,3.75,8.68,24.62,3.78,Yes,1131465,258454,1389919,6,98.0,9
1096,Portugal,PRT,1949,59,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Full Member,2008,13.43,621.0,46239.76,11.11,14.2,21.98,3.54,Yes,185483,301402,486885,28,91.9,31
1097,Portugal,PRT,1949,60,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Lead Nation,2009,13.45,620.24,46114.5,1.34,14.96,23.63,3.81,Yes,1365579,173740,1539319,28,94.7,27
1098,Portugal,PRT,1949,61,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Host Nation,2010,13.53,637.34,47105.69,3.09,10.54,5.86,0.92,No,41076,4976,46052,21,80.8,43
1099,Portugal,PRT,1949,62,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Host Nation,2011,13.51,651.74,48241.3,10.62,19.34,22.42,3.44,Yes,745245,468816,1214061,10,68.0,13
1100,Portugal,PRT,1949,63,Yes,No,Western Europe,Lisbon,92212,Parliamentary Republic,Framework Nation,2012,13.66,607.29,44457.54,1.96,8.97,16.15,2.66,Yes,84238,409163,493401,21,96.2,44
1101,Portugal,PRT,1949,64,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Full Member,2013,13.58,623.0,45876.29,11.27,6.34,11.84,1.9,No,569991,122648,692639,9,94.2,30
1102,Portugal,PRT,1949,65,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Host Nation,2014,13.52,621.13,45941.57,1.07,10.77,25.03,4.03,Yes,438933,199947,638880,25,83.0,9
1103,Portugal,PRT,1949,66,Yes,No,Western Europe,Lisbon,92212,Federal Republic,Contributing Nation,2015,13.81,624.24,45202.03,2.37,6.19,9.24,1.48,No,1084671,64307,1148978,23,89.2,22
1104,Portugal,PRT,1949,67,Yes,No,Western Europe,Lisbon,92212,Federal Republic,Full Member,2016,13.64,660.28,48407.62,6.0,12.17,10.5,1.59,No,1064567,189169,1253736,1,74.8,28
1105,Portugal,PRT,1949,68,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Host Nation,2017,13.76,665.05,48332.12,1.25,20.92,24.81,3.73,Yes,651578,439085,1090663,6,85.4,26
1106,Portugal,PRT,1949,69,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Host Nation,2018,13.98,716.53,51253.93,4.22,4.81,6.81,0.95,No,1359111,470959,1830070,1,65.0,11
1107,Portugal,PRT,1949,70,Yes,No,Western Europe,Lisbon,92212,Constitutional Monarchy,Framework Nation,2019,13.78,652.35,47340.35,2.91,16.8,15.98,2.45,Yes,1251831,421178,1673009,27,92.1,28
1108,Portugal,PRT,1949,71,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Full Member,2020,14.09,661.4,46941.09,10.61,4.19,26.39,3.99,Yes,382373,191900,574273,32,68.0,27
1109,Portugal,PRT,1949,72,Yes,No,Western Europe,Lisbon,92212,Federal Republic,Full Member,2021,13.94,711.71,51055.24,9.51,8.63,27.76,3.9,Yes,674838,15430,690268,10,95.6,4
1110,Portugal,PRT,1949,73,Yes,No,Western Europe,Lisbon,92212,Presidential Republic,Full Member,2022,14.12,709.58,50253.54,1.65,8.97,24.27,3.42,Yes,357471,83427,440898,27,98.5,9
1111,Portugal,PRT,1949,74,Yes,No,Western Europe,Lisbon,92212,Parliamentary Republic,Framework Nation,2023,14.09,758.65,53843.15,2.05,14.07,18.44,2.43,Yes,1127098,231404,1358502,31,78.3,18
1112,Portugal,PRT,1949,75,Yes,No,Western Europe,Lisbon,92212,Parliamentary Monarchy,Host Nation,2024,14.12,680.79,48214.59,8.74,11.56,20.9,3.07,Yes,1288332,350950,1639282,9,68.6,10
1113,Romania,ROU,2004,0,No,No,Eastern Europe,Bucharest,238397,Parliamentary Republic,Host Nation,2004,19.06,296.25,15543.02,5.14,19.74,4.06,1.37,No,200287,376555,576842,15,69.8,44
1114,Romania,ROU,2004,1,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Host Nation,2005,19.08,283.09,14837.0,6.44,21.75,9.17,3.24,Yes,1240465,273086,1513551,21,76.5,44
1115,Romania,ROU,2004,2,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Full Member,2006,19.32,283.49,14673.4,1.05,5.96,9.44,3.33,Yes,808966,331787,1140753,10,84.8,17
1116,Romania,ROU,2004,3,No,No,Eastern Europe,Bucharest,238397,Parliamentary Monarchy,Lead Nation,2007,19.31,290.95,15067.32,4.45,14.57,5.7,1.96,No,1016196,450171,1466367,29,98.7,31
1117,Romania,ROU,2004,4,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Host Nation,2008,19.23,317.82,16527.3,9.34,20.48,8.58,2.7,Yes,587245,344150,931395,17,73.3,33
1118,Romania,ROU,2004,5,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Lead Nation,2009,19.32,331.78,17172.88,6.47,3.26,8.0,2.41,Yes,719512,400672,1120184,2,97.6,10
1119,Romania,ROU,2004,6,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Framework Nation,2010,19.7,308.17,15643.15,8.7,4.53,12.7,4.12,Yes,253740,289102,542842,29,77.0,7
1120,Romania,ROU,2004,7,No,No,Eastern Europe,Bucharest,238397,Parliamentary Republic,Host Nation,2011,19.54,355.61,18199.08,2.13,15.61,14.62,4.11,Yes,1072944,102672,1175616,23,80.5,11
1121,Romania,ROU,2004,8,No,No,Eastern Europe,Bucharest,238397,Parliamentary Monarchy,Host Nation,2012,19.58,343.92,17564.86,6.7,15.87,9.11,2.65,Yes,1119609,190636,1310245,24,66.2,45
1122,Romania,ROU,2004,9,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Framework Nation,2013,19.9,331.73,16669.85,11.34,14.19,9.92,2.99,Yes,320374,284046,604420,4,97.4,27
1123,Romania,ROU,2004,10,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Full Member,2014,20.14,345.01,17130.59,4.2,16.43,13.35,3.87,Yes,1000889,245868,1246757,5,69.8,37
1124,Romania,ROU,2004,11,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Lead Nation,2015,20.14,370.75,18408.64,1.18,10.21,5.89,1.59,No,1247176,35530,1282706,11,89.8,17
1125,Romania,ROU,2004,12,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Framework Nation,2016,20.11,363.71,18086.03,3.36,9.01,5.2,1.43,No,1241790,101882,1343672,9,94.8,9
1126,Romania,ROU,2004,13,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Full Member,2017,20.3,388.34,19130.05,2.14,7.51,10.99,2.83,Yes,433159,232959,666118,8,80.3,35
1127,Romania,ROU,2004,14,No,No,Eastern Europe,Bucharest,238397,Parliamentary Monarchy,Lead Nation,2018,20.32,362.2,17824.8,3.94,4.5,10.76,2.97,Yes,1386504,230280,1616784,10,62.7,23
1128,Romania,ROU,2004,15,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Lead Nation,2019,20.24,411.16,20314.23,7.71,10.52,16.57,4.03,Yes,537222,59659,596881,19,68.8,8
1129,Romania,ROU,2004,16,No,No,Eastern Europe,Bucharest,238397,Federal Republic,Lead Nation,2020,20.71,374.83,18098.99,10.5,15.3,12.41,3.31,Yes,761821,127006,888827,4,84.9,19
1130,Romania,ROU,2004,17,No,No,Eastern Europe,Bucharest,238397,Constitutional Monarchy,Framework Nation,2021,20.78,424.24,20415.78,4.28,15.34,14.08,3.32,Yes,1344233,266745,1610978,6,60.5,33
1131,Romania,ROU,2004,18,No,No,Eastern Europe,Bucharest,238397,Federal Republic,Contributing Nation,2022,20.75,397.11,19137.83,1.7,17.62,10.05,2.53,Yes,1397424,139831,1537255,25,83.7,44
1132,Romania,ROU,2004,19,No,No,Eastern Europe,Bucharest,238397,Presidential Republic,Framework Nation,2023,20.84,412.16,19777.35,7.12,4.35,11.91,2.89,Yes,1349292,52182,1401474,27,91.8,4
1133,Romania,ROU,2004,20,No,No,Eastern Europe,Bucharest,238397,Federal Republic,Full Member,2024,21.05,417.04,19811.88,6.51,20.8,14.6,3.5,Yes,1203891,453176,1657067,14,82.1,3
1134,Slovakia,SVK,2004,0,No,No,Central Europe,Bratislava,49035,Constitutional Monarchy,Framework Nation,2004,5.48,118.63,21647.81,0.83,11.13,2.36,1.99,No,865828,420924,1286752,23,73.7,17
1135,Slovakia,SVK,2004,1,No,No,Central Europe,Bratislava,49035,Parliamentary Monarchy,Contributing Nation,2005,5.51,115.68,20994.56,9.34,5.21,4.04,3.49,Yes,1332787,138478,1471265,21,88.9,24
1136,Slovakia,SVK,2004,2,No,No,Central Europe,Bratislava,49035,Presidential Republic,Framework Nation,2006,5.55,127.14,22908.11,4.55,12.76,1.87,1.47,No,187872,175488,363360,20,64.0,7
1137,Slovakia,SVK,2004,3,No,No,Central Europe,Bratislava,49035,Federal Republic,Framework Nation,2007,5.58,127.68,22881.72,4.9,7.29,2.46,1.93,No,391973,397157,789130,22,91.4,25
1138,Slovakia,SVK,2004,4,No,No,Central Europe,Bratislava,49035,Parliamentary Monarchy,Framework Nation,2008,5.59,132.72,23742.4,7.19,20.18,5.4,4.07,Yes,235291,100004,335295,12,75.5,6
1139,Slovakia,SVK,2004,5,No,No,Central Europe,Bratislava,49035,Constitutional Monarchy,Contributing Nation,2009,5.65,125.53,22217.7,10.3,4.92,1.51,1.2,No,1392310,212646,1604956,23,75.5,26
1140,Slovakia,SVK,2004,6,No,No,Central Europe,Bratislava,49035,Presidential Republic,Lead Nation,2010,5.7,126.54,22200.0,7.06,3.64,5.14,4.06,Yes,617878,322108,939986,3,69.6,11
1141,Slovakia,SVK,2004,7,No,No,Central Europe,Bratislava,49035,Presidential Republic,Host Nation,2011,5.69,140.1,24622.14,10.56,10.81,2.52,1.8,No,460724,129134,589858,1,71.6,3
1142,Slovakia,SVK,2004,8,No,No,Central Europe,Bratislava,49035,Presidential Republic,Contributing Nation,2012,5.71,146.8,25709.28,11.98,5.84,3.66,2.49,Yes,1168192,289501,1457693,26,84.5,26
1143,Slovakia,SVK,2004,9,No,No,Central Europe,Bratislava,49035,Presidential Republic,Framework Nation,2013,5.8,147.64,25455.17,4.76,20.0,4.77,3.23,Yes,554219,226633,780852,23,63.0,10
1144,Slovakia,SVK,2004,10,No,No,Central Europe,Bratislava,49035,Parliamentary Monarchy,Lead Nation,2014,5.8,141.99,24481.03,1.98,21.62,5.15,3.63,Yes,1130345,304040,1434385,21,64.1,40
1145,Slovakia,SVK,2004,11,No,No,Central Europe,Bratislava,49035,Parliamentary Monarchy,Full Member,2015,5.83,142.88,24507.72,11.83,11.31,2.93,2.05,Yes,1163474,430981,1594455,30,84.1,33
1146,Slovakia,SVK,2004,12,No,No,Central Europe,Bratislava,49035,Constitutional Monarchy,Lead Nation,2016,5.89,153.38,26040.75,5.66,15.01,1.7,1.11,No,47878,294079,341957,10,62.5,24
1147,Slovakia,SVK,2004,13,No,No,Central Europe,Bratislava,49035,Presidential Republic,Lead Nation,2017,5.87,144.97,24696.76,7.37,10.62,4.74,3.27,Yes,59333,374638,433971,14,85.8,21
1148,Slovakia,SVK,2004,14,No,No,Central Europe,Bratislava,49035,Presidential Republic,Contributing Nation,2018,5.87,158.12,26936.97,10.57,20.93,4.95,3.13,Yes,1196577,419100,1615677,21,93.6,41
1149,Slovakia,SVK,2004,15,No,No,Central Europe,Bratislava,49035,Presidential Republic,Host Nation,2019,5.92,150.16,25364.86,1.23,10.27,5.09,3.39,Yes,150425,322334,472759,16,98.2,13
1150,Slovakia,SVK,2004,16,No,No,Central Europe,Bratislava,49035,Parliamentary Monarchy,Lead Nation,2020,5.99,170.77,28509.18,1.52,20.92,1.71,1.0,No,252109,174453,426562,27,74.9,32
1151,Slovakia,SVK,2004,17,No,No,Central Europe,Bratislava,49035,Federal Republic,Full Member,2021,5.92,157.61,26623.31,8.63,19.58,3.2,2.03,Yes,746318,93514,839832,12,70.2,14
1152,Slovakia,SVK,2004,18,No,No,Central Europe,Bratislava,49035,Parliamentary Republic,Contributing Nation,2022,6.01,162.46,27031.61,9.15,12.48,6.74,4.15,Yes,713944,237335,951279,4,98.3,5
1153,Slovakia,SVK,2004,19,No,No,Central Europe,Bratislava,49035,Parliamentary Republic,Contributing Nation,2023,5.96,176.23,29568.79,0.55,9.7,2.15,1.22,No,1111147,7094,1118241,24,93.5,13
1154,Slovakia,SVK,2004,20,No,No,Central Europe,Bratislava,49035,Presidential Republic,Contributing Nation,2024,6.01,167.13,27808.65,1.62,15.66,4.93,2.95,Yes,459463,181509,640972,24,82.4,30
1155,Slovenia,SVN,2004,0,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Contributing Nation,2004,2.09,63.38,30325.36,9.92,2.61,2.41,3.8,Yes,313660,427459,741119,8,91.5,21
1156,Slovenia,SVN,2004,1,No,No,Southern Europe,Ljubljana,20273,Presidential Republic,Contributing Nation,2005,2.12,66.99,31599.06,2.42,3.99,0.84,1.26,No,1239042,272337,1511379,10,98.9,23
1157,Slovenia,SVN,2004,2,No,No,Southern Europe,Ljubljana,20273,Parliamentary Monarchy,Full Member,2006,2.12,68.64,32377.36,5.65,4.33,2.72,3.96,Yes,816968,411574,1228542,22,69.6,11
1158,Slovenia,SVN,2004,3,No,No,Southern Europe,Ljubljana,20273,Federal Republic,Contributing Nation,2007,2.12,63.8,30094.34,4.62,20.33,2.3,3.6,Yes,849346,22305,871651,7,93.1,7
1159,Slovenia,SVN,2004,4,No,No,Southern Europe,Ljubljana,20273,Parliamentary Monarchy,Host Nation,2008,2.14,69.31,32387.85,6.62,9.88,1.36,1.96,No,1207544,368658,1576202,19,72.5,30
1160,Slovenia,SVN,2004,5,No,No,Southern Europe,Ljubljana,20273,Federal Republic,Full Member,2009,2.16,71.86,33268.52,4.84,11.81,1.34,1.87,No,849248,228638,1077886,21,81.9,41
1161,Slovenia,SVN,2004,6,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Host Nation,2010,2.18,69.74,31990.83,8.37,3.1,1.77,2.54,Yes,603789,404643,1008432,6,72.0,39
1162,Slovenia,SVN,2004,7,No,No,Southern Europe,Ljubljana,20273,Constitutional Monarchy,Lead Nation,2011,2.16,74.89,34671.3,1.05,2.56,2.09,2.79,Yes,659279,388083,1047362,13,73.7,36
1163,Slovenia,SVN,2004,8,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Host Nation,2012,2.2,69.29,31495.45,10.27,12.17,2.51,3.62,Yes,1067639,275218,1342857,7,77.8,13
1164,Slovenia,SVN,2004,9,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Full Member,2013,2.18,79.61,36518.35,2.88,14.81,2.59,3.25,Yes,428497,260166,688663,25,68.0,9
1165,Slovenia,SVN,2004,10,No,No,Southern Europe,Ljubljana,20273,Constitutional Monarchy,Lead Nation,2014,2.19,81.57,37246.58,11.85,18.53,0.75,0.92,No,695134,93329,788463,3,66.1,40
1166,Slovenia,SVN,2004,11,No,No,Southern Europe,Ljubljana,20273,Constitutional Monarchy,Host Nation,2015,2.23,75.75,33968.61,7.06,19.27,2.36,3.11,Yes,888261,357223,1245484,18,76.0,2
1167,Slovenia,SVN,2004,12,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Lead Nation,2016,2.22,79.14,35648.65,9.46,7.07,1.8,2.27,Yes,398902,428698,827600,3,87.1,30
1168,Slovenia,SVN,2004,13,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Host Nation,2017,2.22,77.38,34855.86,2.33,17.82,2.46,3.18,Yes,241373,60939,302312,21,66.5,18
1169,Slovenia,SVN,2004,14,No,No,Southern Europe,Ljubljana,20273,Constitutional Monarchy,Full Member,2018,2.26,88.46,39141.59,3.79,19.11,2.88,3.26,Yes,598783,281654,880437,8,75.4,14
1170,Slovenia,SVN,2004,15,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Full Member,2019,2.26,90.04,39840.71,11.95,11.38,2.46,2.73,Yes,268079,272199,540278,15,61.5,26
1171,Slovenia,SVN,2004,16,No,No,Southern Europe,Ljubljana,20273,Presidential Republic,Lead Nation,2020,2.28,82.43,36153.51,7.58,10.76,2.82,3.42,Yes,508490,229062,737552,3,85.9,34
1172,Slovenia,SVN,2004,17,No,No,Southern Europe,Ljubljana,20273,Constitutional Monarchy,Framework Nation,2021,2.27,91.06,40114.54,7.04,20.97,1.38,1.52,No,668229,23441,691670,12,73.7,14
1173,Slovenia,SVN,2004,18,No,No,Southern Europe,Ljubljana,20273,Presidential Republic,Framework Nation,2022,2.28,94.34,41377.19,1.23,5.68,1.03,1.09,No,613460,265577,879037,29,61.0,30
1174,Slovenia,SVN,2004,19,No,No,Southern Europe,Ljubljana,20273,Parliamentary Republic,Full Member,2023,2.3,85.38,37121.74,2.15,21.28,1.46,1.71,No,1169305,84961,1254266,5,76.0,36
1175,Slovenia,SVN,2004,20,No,No,Southern Europe,Ljubljana,20273,Presidential Republic,Full Member,2024,2.32,86.16,37137.93,0.94,20.03,2.83,3.28,Yes,676062,194681,870743,25,60.1,5
1176,Spain,ESP,1982,0,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Full Member,1982,47.04,1487.9,31630.53,7.73,13.27,51.18,3.44,Yes,472348,400099,872447,31,96.6,43
1177,Spain,ESP,1982,1,No,No,Western Europe,Madrid,505990,Federal Republic,Lead Nation,1983,47.53,1437.63,30246.79,6.14,7.0,45.43,3.16,Yes,499928,358526,858454,10,77.7,25
1178,Spain,ESP,1982,2,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Lead Nation,1984,48.1,1438.7,29910.6,10.64,9.36,26.62,1.85,No,816142,135352,951494,20,65.6,31
1179,Spain,ESP,1982,3,No,No,Western Europe,Madrid,505990,Federal Republic,Lead Nation,1985,48.45,1512.97,31227.45,10.16,9.06,57.49,3.8,Yes,845039,66048,911087,27,78.0,30
1180,Spain,ESP,1982,4,No,No,Western Europe,Madrid,505990,Presidential Republic,Host Nation,1986,48.22,1555.51,32258.61,5.09,16.47,33.91,2.18,Yes,685194,349347,1034541,14,87.8,38
1181,Spain,ESP,1982,5,No,No,Western Europe,Madrid,505990,Federal Republic,Framework Nation,1987,48.74,1534.91,31491.79,10.85,12.96,58.02,3.78,Yes,1299377,191034,1490411,20,68.3,11
1182,Spain,ESP,1982,6,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Host Nation,1988,48.78,1632.26,33461.66,1.09,6.34,43.91,2.69,Yes,1309275,216568,1525843,25,96.5,29
1183,Spain,ESP,1982,7,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Host Nation,1989,49.25,1599.77,32482.64,8.17,7.47,37.75,2.36,Yes,810939,297977,1108916,26,82.4,14
1184,Spain,ESP,1982,8,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Contributing Nation,1990,49.05,1626.72,33164.53,11.21,8.32,31.56,1.94,No,275293,400332,675625,3,86.4,6
1185,Spain,ESP,1982,9,No,No,Western Europe,Madrid,505990,Constitutional Monarchy,Host Nation,1991,49.89,1644.73,32967.13,10.3,8.27,15.3,0.93,No,112130,174305,286435,10,97.4,21
1186,Spain,ESP,1982,10,No,No,Western Europe,Madrid,505990,Presidential Republic,Framework Nation,1992,50.18,1866.6,37198.09,10.02,11.5,39.2,2.1,Yes,1225080,474726,1699806,20,64.0,37
1187,Spain,ESP,1982,11,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Contributing Nation,1993,49.67,1730.71,34844.17,10.97,10.19,65.94,3.81,Yes,249887,279581,529468,31,87.3,19
1188,Spain,ESP,1982,12,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Host Nation,1994,50.72,1902.17,37503.35,2.19,10.9,73.8,3.88,Yes,1393734,496162,1889896,25,78.4,32
1189,Spain,ESP,1982,13,No,No,Western Europe,Madrid,505990,Federal Republic,Full Member,1995,50.67,1801.39,35551.41,5.57,13.44,17.47,0.97,No,761474,488581,1250055,32,96.9,38
1190,Spain,ESP,1982,14,No,No,Western Europe,Madrid,505990,Federal Republic,Host Nation,1996,50.3,1882.09,37417.3,2.54,14.48,38.02,2.02,Yes,777379,36618,813997,8,98.7,44
1191,Spain,ESP,1982,15,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Contributing Nation,1997,50.74,1876.69,36986.4,7.43,17.99,56.11,2.99,Yes,175716,186471,362187,27,98.7,25
1192,Spain,ESP,1982,16,No,No,Western Europe,Madrid,505990,Presidential Republic,Full Member,1998,50.97,2093.55,41074.16,11.03,11.79,32.03,1.53,No,1092924,474603,1567527,16,87.3,18
1193,Spain,ESP,1982,17,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Host Nation,1999,50.96,2016.53,39570.84,8.08,8.66,46.99,2.33,Yes,1378685,240669,1619354,1,88.7,3
1194,Spain,ESP,1982,18,No,No,Western Europe,Madrid,505990,Federal Republic,Framework Nation,2000,51.64,2009.6,38915.57,8.5,7.41,31.35,1.56,No,816027,19365,835392,24,91.3,29
1195,Spain,ESP,1982,19,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Lead Nation,2001,52.36,2075.0,39629.49,2.72,7.63,42.12,2.03,Yes,550089,290107,840196,6,91.4,22
1196,Spain,ESP,1982,20,No,No,Western Europe,Madrid,505990,Presidential Republic,Framework Nation,2002,51.64,2246.15,43496.32,9.26,6.86,86.7,3.86,Yes,271038,423194,694232,5,66.0,17
1197,Spain,ESP,1982,21,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Full Member,2003,51.86,2258.45,43548.98,9.78,19.4,84.69,3.75,Yes,29700,386639,416339,10,82.7,31
1198,Spain,ESP,1982,22,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Host Nation,2004,52.79,2249.73,42616.59,1.15,4.77,44.77,1.99,No,1286142,64451,1350593,6,88.0,7
1199,Spain,ESP,1982,23,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Host Nation,2005,52.57,2088.92,39735.97,1.41,8.41,73.32,3.51,Yes,106354,376403,482757,31,91.9,33
1200,Spain,ESP,1982,24,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Full Member,2006,52.86,2314.15,43778.85,10.4,10.85,34.94,1.51,No,1242619,454013,1696632,6,66.9,14
1201,Spain,ESP,1982,25,No,No,Western Europe,Madrid,505990,Presidential Republic,Host Nation,2007,53.41,2239.35,41927.54,1.93,17.23,85.1,3.8,Yes,398586,367484,766070,21,89.5,16
1202,Spain,ESP,1982,26,No,No,Western Europe,Madrid,505990,Federal Republic,Framework Nation,2008,53.66,2240.6,41755.5,6.33,7.71,67.22,3.0,Yes,1263050,216654,1479704,23,88.7,35
1203,Spain,ESP,1982,27,No,No,Western Europe,Madrid,505990,Federal Republic,Framework Nation,2009,54.0,2222.6,41159.26,2.35,3.23,85.35,3.84,Yes,591741,395968,987709,4,84.2,29
1204,Spain,ESP,1982,28,No,No,Western Europe,Madrid,505990,Constitutional Monarchy,Contributing Nation,2010,54.27,2280.52,42021.74,8.26,8.37,77.99,3.42,Yes,26663,390711,417374,5,82.2,22
1205,Spain,ESP,1982,29,No,No,Western Europe,Madrid,505990,Presidential Republic,Host Nation,2011,54.25,2441.7,45008.29,9.28,8.27,81.8,3.35,Yes,1049436,157915,1207351,11,61.7,24
1206,Spain,ESP,1982,30,No,No,Western Europe,Madrid,505990,Presidential Republic,Host Nation,2012,54.32,2462.75,45337.81,10.49,11.29,93.58,3.8,Yes,847159,243572,1090731,25,76.4,3
1207,Spain,ESP,1982,31,No,No,Western Europe,Madrid,505990,Presidential Republic,Host Nation,2013,54.62,2662.15,48739.47,5.09,2.28,93.18,3.5,Yes,1327304,78820,1406124,12,68.5,3
1208,Spain,ESP,1982,32,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Framework Nation,2014,54.81,2526.49,46095.42,5.01,8.07,35.12,1.39,No,46967,261240,308207,15,67.4,40
1209,Spain,ESP,1982,33,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Full Member,2015,55.72,2682.65,48145.19,11.64,3.2,62.51,2.33,Yes,336668,256007,592675,21,87.5,40
1210,Spain,ESP,1982,34,No,No,Western Europe,Madrid,505990,Presidential Republic,Framework Nation,2016,55.95,2559.03,45737.8,6.14,21.14,42.99,1.68,No,455331,218784,674115,20,86.7,29
1211,Spain,ESP,1982,35,No,No,Western Europe,Madrid,505990,Presidential Republic,Framework Nation,2017,55.73,2714.2,48702.67,4.79,15.77,78.17,2.88,Yes,716832,380481,1097313,31,62.5,30
1212,Spain,ESP,1982,36,No,No,Western Europe,Madrid,505990,Federal Republic,Framework Nation,2018,56.43,2658.79,47116.6,10.53,8.25,45.47,1.71,No,491055,477678,968733,22,82.5,23
1213,Spain,ESP,1982,37,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Contributing Nation,2019,56.69,2819.88,49742.11,11.67,6.58,109.41,3.88,Yes,1328329,300536,1628865,16,91.7,17
1214,Spain,ESP,1982,38,No,No,Western Europe,Madrid,505990,Parliamentary Monarchy,Framework Nation,2020,55.86,2774.89,49675.8,1.6,17.0,67.98,2.45,Yes,1073061,462255,1535316,6,80.6,31
1215,Spain,ESP,1982,39,No,No,Western Europe,Madrid,505990,Constitutional Monarchy,Host Nation,2021,57.16,2855.4,49954.51,5.67,17.55,109.65,3.84,Yes,559357,35588,594945,24,93.1,5
1216,Spain,ESP,1982,40,No,No,Western Europe,Madrid,505990,Constitutional Monarchy,Framework Nation,2022,56.31,2840.12,50437.22,7.64,13.24,46.58,1.64,No,748440,432952,1181392,32,98.4,40
1217,Spain,ESP,1982,41,No,No,Western Europe,Madrid,505990,Parliamentary Republic,Host Nation,2023,57.47,3041.08,52915.96,7.37,4.41,47.44,1.56,No,396173,484789,880962,19,69.7,26
1218,Spain,ESP,1982,42,No,No,Western Europe,Madrid,505990,Federal Republic,Full Member,2024,56.79,2890.36,50895.58,2.16,2.51,104.05,3.6,Yes,548831,107580,656411,24,78.1,11
1219,Sweden,SWE,2024,0,No,No,Northern Europe,Stockholm,450295,Federal Republic,Framework Nation,2024,10.43,581.53,55755.51,4.11,20.74,12.56,2.16,Yes,932927,398152,1331079,13,87.5,31
